
Hurricane_Apogee,无上飓风(void),Sword_V530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,92,362,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1010009.jpg,Break伤15%,Icon_Type_Support.png,
Durandal,杜朗达尔,Sword_530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,158,524,Icon_Skill_031.jpg,防30%,none.jpg,,none.jpg,,Icon_Type_Defense.png,
Tornado_Ingot,龙卷铸铁(void),Sword_V430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,57,222,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Tempest_Ravager,狂岚魔剑(void),Sword_V430_Wind_2.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,63,210,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030018.jpg,激流抗性,Icon_Type_Support.png,
Wingblade,灵翼剑,Sword_430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,105,333,Icon_Skill_029.jpg,加血18(15)%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Fólkvangr,弗尔克范格(event),Sword_E510_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,101,362,none.jpg,,Icon_Ability_1020002.jpg,HP50)攻15%,none.jpg,,Icon_Type_Attack.png,
Aureole_Apogee,无上圣耀(void),Sword_V530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,92,362,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1070006.jpg,昏迷增伤15%,Icon_Type_Support.png,
Zex's_End,赛克斯的终焉,Sword_530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,143,556,Icon_Skill_003.jpg,前方x5,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Abandoned_Roar,轰雷魔剑(void),Sword_V430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,60,216,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Plasma_Ingot,电浆铸铁(void),Sword_V430_Light_2.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,57,222,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Astral_Edge,七星剑,Sword_430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Sword.png,105,333,Icon_Skill_029.jpg,加血18(15)%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Dáinsleif,戴因斯莱夫,Sword_530_Shadow.jpg,Icon_Rarity_5.png,Icon_Element_Shadow.png,Icon_Weapon_Sword.png,158,524,Icon_Skill_031.jpg,防30%,none.jpg,,none.jpg,,Icon_Type_Defense.png,
Dark_Dementia,狂乱黑剑,Sword_430_Shadow.jpg,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Sword.png,92,362,Icon_Skill_006.jpg,直线x2,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Ogreslayer_Judgment,焰刃·鬼切狱炎(void),Blade_V530_Flame_2.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,81,383,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1020010.jpg,HP70)暴率5%,Icon_Type_Support.png,
Skyrender,烈斩刀·天变劫火(void),Blade_V530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,92,353,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真风]特攻20%,Icon_Type_Support.png,
Heaven's_Acuity,天之尾羽张,Blade_530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,132,572,Icon_Skill_010.jpg,直线x3,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Balefire_Votive,妖焰刀·燎火灯明(void),Blade_V430_Flame_2.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,50,236,none.jpg,,Icon_Ability_1070005.jpg,黑暗增伤15%,Icon_Ability_1020002.jpg,满HP)攻8%,Icon_Type_Support.png,
Blazing_Steel,终极·红焰钢丸(void),Blade_V430_Flame.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,50,236,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Flametongue,绯炎刀,Blade_430_Flame.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,90,361,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Highwater_Slicer,浪刃·波涛一文字(void),Blade_V530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Blade.png,90,361,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1100001.jpg,[真火]特攻20%,Icon_Type_Support.png,
Maar_Oasis,火口绿洲,Blade_530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Blade.png,143,544,Icon_Skill_029.jpg,加血90%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Spumecutter,波涛斩浪刀(void),Blade_V430_Water_2.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Blade.png,55,222,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1140002.jpg,防御贯穿,Icon_Type_Support.png,
Obsidian_Waterfall,终极·瀑流曜丸(void),Blade_V430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Blade.png,55,222,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1030015.jpg,灼热抗性,Icon_Type_Support.png,
Sousui,苍水刀,Blade_430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Blade.png,81,383,Icon_Skill_004.jpg,周围x1,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Stormsquall_Crash,大飒·风阵一闪(void),Blade_V530_Wind_2.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,85,372,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真水]特攻30%,Icon_Type_Support.png,
Heavenrend,烈斩刀·飓风断空(void),Blade_V530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,85,372,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1010009.jpg,Break伤15%,Icon_Type_Support.png,
Anemone,淡紫刀银莲,Blade_530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,132,572,Icon_Skill_010.jpg,直线x3,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Ignorant_Bite,妖旋刀·云龙风虎(void),Blade_v430_Wind_2.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,57,218,none.jpg,,Icon_Ability_1070005.jpg,黑暗增伤15%,Icon_Ability_1140002.jpg,防御贯穿,Icon_Type_Support.png,
Skycutter,晴空踏风刀(void),Blade_v430_Wind_3.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,53,229,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030018.jpg,激流抗性,Icon_Type_Support.png,
Verdurewind_Cutter,终极·翠岚琥丸(void),Blade_V430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,53,229,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Tempest_Blade,暴风之刃,Blade_430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Blade.png,90,361,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Primal_Thunder,烈斩刀·轰雷创世(void),Blade_V530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Blade.png,92,353,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1070006.jpg,昏迷增伤15%,Icon_Type_Support.png,
Heavenwing,天翼之刀,Blade_530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Blade.png,143,544,Icon_Skill_029.jpg,加血90%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Glorycutter,御天驰光刀(void),Blade_V430_Light_2.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Blade.png,50,236,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Obsidian_Scintillation,终极·天光曜丸(void),Blade_V430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Blade.png,53,229,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Thunderfang,缠雷斩蛇刀,Blade_430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Blade.png,81,383,Icon_Skill_004.jpg,周围x1,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Blackwing,黑翼咒刃,Blade_530_Shadow.jpg,Icon_Rarity_5.png,Icon_Element_Shadow.png,Icon_Weapon_Blade.png,125,590,Icon_Skill_003.jpg,前方x5,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Unwelcome_Meeting,妖魔刀·怨憎会苦(void),Blade_V430_Shadow.jpg,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Blade.png,55,222,none.jpg,,Icon_Ability_1070005.jpg,黑暗增伤15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Ghizlam's_Darkblade,暗刀齐兹拉姆,Blade_430_Shadow.jpg,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Blade.png,90,361,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Searing_Stinger,绯红之刺(void),Dagger_V530_Flame_2.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,98,344,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1020010.jpg,HP70)暴率5%,Icon_Type_Support.png,
Vermillion_Pain,朱红之痛(void),Dagger_V530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,93,354,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真风]特攻20%,Icon_Type_Support.png,
Aeternal_Flame,久远之焰,Dagger_530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,144,545,Icon_Skill_003.jpg,前方x5,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Big_Boy_of_Justice,正义重刃(void),Dagger_V430_Flame.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,58,218,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Sizzling_Enoki_Dagger,炽热蘑菇短剑(void),Dagger_V430_Flame_2.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,58,218,none.jpg,,Icon_Ability_1060001.jpg,[魔法]特攻15%,Icon_Ability_1030014.jpg,龙槽下降抗性,Icon_Type_Support.png,
Scarlet_Talon,红莲短剑,Dagger_430_Flame.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,93,354,Icon_Skill_004.jpg,前方x4,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Frigid_Sting,冰冻之刺(void),Dagger_V530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,98,344,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1100001.jpg,[真火]特攻20%,Icon_Type_Support.png,
Gorelust,浴血狂牙(void),Dagger_V530_Water_2.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,98,344,none.jpg,,Icon_Ability_1020002.jpg,5杀)攻4%,Icon_Ability_1020002.jpg,HP70)攻5%,Icon_Type_Support.png,
Lux_Lamina,湖光之刃,Dagger_530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,152,529,Icon_Skill_030.jpg,攻40%(5s),none.jpg,,none.jpg,,Icon_Type_Attack.png,
Aqueous_Sapphire_Dagger,苍海石之刃(void),Dagger_V430_Water_3.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,58,218,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1140002.jpg,防御贯穿,Icon_Type_Support.png,
Big_Boy_of_Prudence,水花重刃(void),Dagger_V430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,61,212,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1030015.jpg,灼热抗性,Icon_Type_Support.png,
Chilly_Chanterelle_Dagger,冰冻蘑菇短剑(void),Dagger_V430_Water_2.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,58,218,none.jpg,,Icon_Ability_1060001.jpg,[魔法]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Ultramarine_Knife,沧海短剑,Dagger_430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,93,354,Icon_Skill_004.jpg,前方x4,none.jpg,,none.jpg,,Icon_Type_Attack.png,
The_Gale,风斩之刃·粉碎者(void),Dagger_V530_Wind_2.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,93,354,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真水]特攻30%,Icon_Type_Support.png,
Turbulent_Agony,气流之痛(void),Dagger_V530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,93,354,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1010009.jpg,Break伤15%,Icon_Type_Support.png,
Karlsnautr,清风灵剑,Dagger_530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,144,545,Icon_Skill_003.jpg,前方x5,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Zephyric_Emerald_Dagger,翠风石之刃(void),Dagger_V430_Wind_2.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,64,205,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030018.jpg,激流抗性,Icon_Type_Support.png,
Big_Boy_of_Fortitude,穹风重刃(void),Dagger_V430_Wind_3.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,64,205,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Stormy_Shiitake_Dagger,暴风蘑菇短剑(void),Dagger_V430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,58,218,none.jpg,,Icon_Ability_1060001.jpg,[魔法]特攻15%,Icon_Ability_1070011.jpg,幻影分身特攻,Icon_Type_Support.png,
Queensflight,王妃短剑,Dagger_430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Dagger.png,106,327,Icon_Skill_029.jpg,加血90%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Thunderblade_Sugaar,雷刃修伽尔,Dagger_530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Dagger.png,152,529,Icon_Skill_030.jpg,攻40%(5s),none.jpg,,none.jpg,,Icon_Type_Attack.png,
Lucent_Opal_Dagger,天辉石之刃(void),Dagger_V430_Light_3.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Dagger.png,65,201,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Luminous_Morel_Dagger,闪耀蘑菇短剑(void),Dagger_V430_Light_2.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Dagger.png,61,212,none.jpg,,Icon_Ability_1060001.jpg,[魔法]特攻15%,Icon_Ability_1070011.jpg,幻影分身特攻,Icon_Type_Support.png,
Big_Boy_of_Temperance,水花重刃(void),Dagger_V430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Dagger.png,64,205,none.jpg,,Icon_Ability_1060002.jpg,[自然]特攻15%,Icon_Ability_1140001.jpg,暴怒贯穿,Icon_Type_Support.png,
Nightbreaker,噩梦短剑,Dagger_430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Dagger.png,93,354,Icon_Skill_004.jpg,前方x4,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Honor_Edge,名誉紫短剑,Dagger_530_Shadow.jpg,Icon_Rarity_5.png,Icon_Element_Shadow.png,Icon_Weapon_Dagger.png,144,545,Icon_Skill_003.jpg,前方x5,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Dark_Sacrifice,诅咒献祭,Dagger_430_Shadow.jpg,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Dagger.png,106,327,Icon_Skill_029.jpg,加血90%,none.jpg,,none.jpg,,Icon_Type_Healing.png,
Heavenwrath_Gaze,天火奇观·震怒(void),Axe_V530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Axe.png,95,380,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真风]特攻20%,Icon_Type_Support.png,
Axe_of_the_Blazing_King,火山战斧,Axe_530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Axe.png,155,567,Icon_Skill_032.jpg,暴伤50%(20s),none.jpg,,none.jpg,,Icon_Type_Attack.png,
Crimsonclaw,绯红战斧,Axe_430_Flame.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Axe.png,95,380,Icon_Skill_002.jpg,前方x2,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Permafrost_Crash,永冻破坏斧(void),Axe_V530_Water_2.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Axe.png,105,357,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1100001.jpg,[真火]特攻20%,Icon_Type_Support.png,
Maelstrom_Crux,狂澜怒涛战斧(void),Axe_V530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Axe.png,95,380,none.jpg,,Icon_Ability_1020002.jpg,5杀)攻4%,Icon_Ability_1020002.jpg,HP70)攻5%,Icon_Type_Support.png,
Grand_Seadragon,海龙战斧,Axe_530_Water.jpg,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Axe.png,147,584,Icon_Skill_011.jpg,前方x3,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Blizzard_Relic,暴雪遗物之斧(void),Axe_V430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Axe.png,65,220,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1140002.jpg,防御贯穿,Icon_Type_Support.png,
Aqua_Labrys,深海双刃斧,Axe_430_Water.jpg,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Axe.png,105,357,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Jagged_Bolt,暴流锯齿斧(void),Axe_V530_Wind_2.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,105,357,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真水]特攻30%,Icon_Type_Support.png,
Stormwrath_Gaze,翠岚奇观·恶意(void),Axe_V530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,105,357,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1010009.jpg,Break伤15%,Icon_Type_Support.png,
Axe_of_the_Southern_Cross,南十字之斧,Axe_530_Wind.jpg,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,147,584,Icon_Skill_011.jpg,前方x3,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Tempest's_Relic,风暴遗物之斧(void),Axe_V430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,59,234,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030018.jpg,激流抗性,Icon_Type_Support.png,
Winged_Destruction,双色翼碎斧,Axe_430_Wind.jpg,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,105,357,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Starwrath_Gaze,星煌奇观·愤怒(void),Axe_V530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Axe.png,95,380,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1070006.jpg,昏迷增伤15%,Icon_Type_Support.png,
Radiant_Swath,圣光战斧,Axe_530_Light.jpg,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Axe.png,147,584,Icon_Skill_032.jpg,暴伤50%(20s),none.jpg,,none.jpg,,Icon_Type_Attack.png,
Banished_Relic,绝灭遗物之斧(void),Axe_V430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Axe.png,65,220,none.jpg,,Icon_Ability_1060005.jpg,[不死]特攻15%,Icon_Ability_1030013.jpg,卷刃抗性,Icon_Type_Support.png,
Shining_Axe,闪耀之斧,Axe_430_Light.jpg,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Axe.png,105,357,Icon_Skill_031.jpg,防25%(10s),none.jpg,,none.jpg,,Icon_Type_Defense.png,
Primordial_Titan,巨灵霹雳,Axe_530_Shadow.jpg,Icon_Rarity_5.png,Icon_Element_Shadow.png,Icon_Weapon_Axe.png,155,567,Icon_Skill_032.jpg,暴伤50%(20s),none.jpg,,none.jpg,,Icon_Type_Attack.png,
Traitor's_Despair,绝望之斧,Axe_430_Shadow.jpg,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Axe.png,95,380,Icon_Skill_002.jpg,前方x2,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Reiselfeld_the_Solar_Spray,红炎枪莱泽菲尔德(void),Lance_V530_Flame_2.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,94,369,none.jpg,,Icon_Ability_1020003.jpg,满HP)防20%,Icon_Ability_1020010.jpg,HP70)暴率5%,Icon_Type_Support.png,
Flamedance_Lance,炎轰乱舞之枪(void),Lance_V530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,99,358,none.jpg,,Icon_Ability_1010007.jpg,开场技槽50%,Icon_Ability_1100001.jpg,[真风]特攻20%,Icon_Type_Support.png,
Calamity_Trigger,灾祸之匙,Lance_530_Flame.jpg,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,145,567,Icon_Skill_019.jpg,目标x2,none.jpg,,none.jpg,,Icon_Type_Attack.png,
Spiritflame_Spear,灵焰之枪(void),Lance_V430_Flame_2.jpg,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,61,220,none.jpg,,Icon_Ability_1070005.jpg,黑暗增伤15%,Icon_Ability_1020002.jpg,满HP)攻8%,Icon_Type_Support.png,
