
Juggernaut,札格纳特,210014_01.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,294,102,Icon_Skill_013.png,前方x3,Icon_Ability_1020002.png,攻45%,none.png,,Icon_Type_Attack.png,
Silke,希露姬,210015_01.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,299,97,Icon_Skill_019.png,目标x2/减防15,Icon_Ability_1020006.png,攻20%/血20%,none.png,,Icon_Type_Support.png,
Agni,阿格尼,210016_01.png,Icon_Rarity_5.png,Icon_Element_Flame.png,369,127,Icon_Skill_006.png,直线x2,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Leviathan,利维坦,210017_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,370,125,Icon_Skill_021.png,前方x1/湿身,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Zephyr,瓦基扬,210018_01.png,Icon_Rarity_5.png,Icon_Element_Wind.png,369,126,Icon_Skill_018.png,周围x3/昏迷,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Nidhogg,尼德霍格,210019_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,374,121,Icon_Skill_027.png,目标x1/黑暗,Icon_Ability_1020006.png,攻30%/血30%,none.png,,Icon_Type_Support.png,
Jeanne_d'Arc,贞德,210020_01.png,Icon_Rarity_5.png,Icon_Element_Light.png,384,113,Icon_Skill_018.png,周围x1/群防30,Icon_Ability_1020001.png,血60%,none.png,,Icon_Type_Healing.png,
Homura,火龙,210021_01.png,Icon_Rarity_3.png,Icon_Element_Flame.png,184,63,Icon_Skill_026.png,前方x1,Icon_Ability_1020002.png,攻15%,none.png,,Icon_Type_Attack.png,
Cinder_Drake,焰龙,210022_01.png,Icon_Rarity_3.png,Icon_Element_Flame.png,190,57,Icon_Skill_014.png,直线x1,Icon_Ability_1020001.png,血15%,none.png,,Icon_Type_Healing.png,
Kindling_Imp,烛魔,210023_01.png,Icon_Rarity_3.png,Icon_Element_Flame.png,187,60,Icon_Skill_014.png,目标x2,Icon_Ability_1020006.png,攻8%/血8%,none.png,,Icon_Type_Support.png,
Cerberus,坎贝萝丝,210024_01.png,Icon_Rarity_5.png,Icon_Element_Flame.png,369,127,Icon_Skill_022.png,目7/烧/减攻防,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Poseidon,波塞冬,210025_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,376,119,Icon_Skill_020.png,目标x3,Icon_Ability_1020006.png,攻30%/血30%,none.png,,Icon_Type_Support.png,
Pazuzu,帕祖祖,210026_01.png,Icon_Rarity_5.png,Icon_Element_Wind.png,369,126,Icon_Skill_025.png,直8/中毒/减防5,Icon_Ability_1020002.png,攻50%,Icon_Ability_1070001.png,中毒伤20%,Icon_Type_Attack.png,
Garuda,迦楼罗,210036_01.png,Icon_Rarity_5.png,Icon_Element_Wind.png,383,114,Icon_Skill_025.png,前x3/加血35%,Icon_Ability_1020001.png,血60%,none.png,,Icon_Type_Healing.png,
High_Midgardsormr,真耶梦加得,210038_01.png,Icon_Rarity_5.png,Icon_Element_Wind.png,356,114,Icon_Skill_021.png,前方x1/昏迷,Icon_Ability_1020006.png,攻30%/血30%,Icon_Ability_1010003.png,龙化时间20%,Icon_Type_Support.png,
High_Brunhilda,真布伦希尔德,210039_01.png,Icon_Rarity_5.png,Icon_Element_Flame.png,350,120,Icon_Skill_019.png,直线x1/烧伤,Icon_Ability_1020006.png,攻30%/血30%,Icon_Ability_1010003.png,龙化时间20%,Icon_Type_Support.png,
High_Mercury,真墨丘利,210040_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,357,113,Icon_Skill_018.png,周5/湿身/吸引,Icon_Ability_1020006.png,攻30%/血30%,Icon_Ability_1010003.png,龙化时间20%,Icon_Type_Support.png,
Liger,雷牙,210043_01.png,Icon_Rarity_5.png,Icon_Element_Light.png,377,119,Icon_Skill_013.png,前方x4/麻痹,Icon_Ability_1020006.png,攻30%/血30%,none.png,,Icon_Type_Support.png,
Phantom,幽影,210045_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,224,73,Icon_Skill_004.png,周围x5/黑暗,Icon_Ability_1020002.png,攻30%,none.png,,Icon_Type_Attack.png,
Nyarlathotep,奈亚拉托提普,210046_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,368,128,Icon_Skill_013.png,前方x2,Icon_Ability_1020002.png,HP30(攻35%,Icon_Ability_1020022.png,HP30)盾x1,Icon_Type_Attack.png,
Gilgamesh,吉尔伽美什,210048_01.png,Icon_Rarity_5.png,Icon_Element_Light.png,371,124,Icon_Skill_011.png,前方x1,Icon_Ability_1020023.png,攻50%/暗防15,none.png,,Icon_Type_Support.png,
Cupid,丘比特,210049_01.png,Icon_Rarity_5.png,Icon_Element_Light.png,377,119,Icon_Skill_029.png,群疗30/爆率25,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Roc,沃格尔,210050_01.png,Icon_Rarity_4.png,Icon_Element_Wind.png,296,101,Icon_Skill_018.png,周围x1/昏迷,Icon_Ability_1020002.png,攻45%,none.png,,Icon_Type_Attack.png,
Prometheus,普罗米修斯,210052_01.png,Icon_Rarity_5.png,Icon_Element_Flame.png,374,121,Icon_Skill_019.png,目标x1,Icon_Ability_1020023.png,攻50%/风防15,none.png,,Icon_Type_Support.png,
Pele,佩雷,210057_01.png,Icon_Rarity_5.png,Icon_Element_Flame.png,221,76,Icon_Skill_018.png,周围x2/烧伤,Icon_Ability_1020002.png,攻30%,none.png,,Icon_Type_Attack.png,
Vodyanoy,沃加诺伊,210058_01.png,Icon_Rarity_4.png,Icon_Element_Water.png,296,100,Icon_Skill_023.png,前方x3,Icon_Ability_1020002.png,攻45%,none.png,,Icon_Type_Attack.png,
Fubuki,雪龙,210059_01.png,Icon_Rarity_3.png,Icon_Element_Water.png,185,63,Icon_Skill_026.png,前方x1,Icon_Ability_1020002.png,攻15%,none.png,,Icon_Type_Attack.png,
Tsumuji,旋龙,210060_01.png,Icon_Rarity_3.png,Icon_Element_Wind.png,184,63,Icon_Skill_013.png,前方x1,Icon_Ability_1020002.png,攻15%,none.png,,Icon_Type_Attack.png,
Hinata,阳龙,210061_01.png,Icon_Rarity_3.png,Icon_Element_Light.png,185,62,Icon_Skill_026.png,前方x1,Icon_Ability_1020002.png,攻15%,none.png,,Icon_Type_Attack.png,
Hikage,影龙,210062_01.png,Icon_Rarity_3.png,Icon_Element_Shadow.png,183,64,Icon_Skill_013.png,前方x1,Icon_Ability_1020002.png,攻15%,none.png,,Icon_Type_Attack.png,
Snow_Drake,冰龙,210063_01.png,Icon_Rarity_3.png,Icon_Element_Water.png,191,57,Icon_Skill_022.png,周围x1,Icon_Ability_1020001.png,血15%,none.png,,Icon_Type_Healing.png,
Gust_Drake,风龙,210064_01.png,Icon_Rarity_3.png,Icon_Element_Wind.png,191,57,Icon_Skill_022.png,周围x1,Icon_Ability_1020001.png,血15%,none.png,,Icon_Type_Healing.png,
Moon_Drake,月龙,210065_01.png,Icon_Rarity_3.png,Icon_Element_Light.png,192,56,Icon_Skill_022.png,周围x1,Icon_Ability_1020001.png,血15%,none.png,,Icon_Type_Healing.png,
Gloom_Drake,暗龙,210066_01.png,Icon_Rarity_3.png,Icon_Element_Shadow.png,190,58,Icon_Skill_014.png,直线x1,Icon_Ability_1020001.png,血15%,none.png,,Icon_Type_Healing.png,
Wellspring_Imp,井魔,210067_01.png,Icon_Rarity_3.png,Icon_Element_Water.png,187,60,Icon_Skill_031.png,群防25%,Icon_Ability_1020006.png,攻8%/血8%,none.png,,Icon_Type_Support.png,
Zephyr_Imp,气魔,210068_01.png,Icon_Rarity_3.png,Icon_Element_Wind.png,187,60,Icon_Skill_032.png,群爆率20%,Icon_Ability_1020006.png,攻8%/血8%,none.png,,Icon_Type_Support.png,
Astral_Imp,星魔,210069_01.png,Icon_Rarity_3.png,Icon_Element_Light.png,188,59,Icon_Skill_030.png,群攻25%,Icon_Ability_1020006.png,攻8%/血8%,none.png,,Icon_Type_Support.png,
Pallid_Imp,墓魔,210070_01.png,Icon_Rarity_3.png,Icon_Element_Shadow.png,186,61,Icon_Skill_014.png,目标x2,Icon_Ability_1020006.png,攻8%/血8%,none.png,,Icon_Type_Support.png,
Maritimus,玛利蒂姆斯,210072_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,224,73,Icon_Skill_013.png,前方x5/冰冻,Icon_Ability_1020006.png,攻15%/血15%,none.png,,Icon_Type_Support.png,
Halloween_Silke,希露姬(万圣节),210075_01.png,Icon_Rarity_4.png,Icon_Element_Light.png,301,95,Icon_Skill_018.png,周围x1/减攻15,Icon_Ability_1020006.png,攻20%/血20%,none.png,,Icon_Type_Support.png,
Dragonyule_Jeanne,贞德(星龙祭),210076_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,370,125,Icon_Skill_028.png,前方x3/冰冻,Icon_Ability_1020002.png,攻45%/爆率20,none.png,,Icon_Type_Support.png,
Marishiten,摩利支天,210077_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,374,121,Icon_Skill_803.png,前方x6/裂伤,Icon_Ability_1020002.png,攻60%,none.png,,Icon_Type_Attack.png,
Shishimai,狮子舞,210078_01.png,Icon_Rarity_5.png,Icon_Element_Light.png,223,75,Icon_Skill_032.png,随机Buff,Icon_Ability_1020011.png,暴伤70%,none.png,,Icon_Type_Support.png,
Peng_Lai,蓬莱,210079_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,222,75,Icon_Skill_028.png,前方x1/湿身,Icon_Ability_1020001.png,血30%,none.png,,Icon_Type_Healing.png,
Long_Long,龙龙,210080_01.png,Icon_Rarity_5.png,Icon_Element_Wind.png,369,126,Icon_Skill_025.png,直线x6,Icon_Ability_1020002.png,攻45%/暴伤55,none.png,,Icon_Type_Support.png,
Simurgh,思摩夫,210081_01.png,Icon_Rarity_5.png,Icon_Element_Water.png,383,113,Icon_Skill_026.png,前x12/群疗30,Icon_Ability_1020001.png,血40%,Icon_Ability_1010010.png,OD伤60%,Icon_Type_Healing.png,
Bronze_Fafnir,铜法夫纳,210089_01.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,209,63,Icon_Skill_030.png,群攻30%,Icon_Ability_1010003.png,角色经验150%,none.png,,Icon_Type_Attack.png,
Silver_Fafnir,银法夫纳,210090_01.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,209,63,Icon_Skill_031.png,群防30%,Icon_Ability_1010003.png,魔力加成50%,none.png,,Icon_Type_Attack.png,
Gold_Fafnir,金法夫纳,210091_01.png,Icon_Rarity_5.png,Icon_Element_Shadow.png,229,69,Icon_Skill_029.png,群疗30%,Icon_Ability_1010003.png,金币加成50%,none.png,,Icon_Type_Attack.png,
