
5,黄昏的魔龙,黄昏的魔龙,,付与被刻印的指令卡20%〔龙〕特攻效果,活动%LINK%点数报酬,神秘之国ONILAND!! ～鬼之王与神威的黄金～,神秘之国ONILAND!! ～鬼之王与神威的黄金～,/images/f/f0/纹章020.png,/images/3/3a/特攻.png,32,2\n21,
3,爱之猎人,爱之猎人,,付与被刻印的指令卡必中效果,活动%LINK%任务获得,1500万下载突破纪念活动,1500万下载突破纪念活动,/images/2/21/纹章021.png,/images/9/90/必中.png,8,2\n22,
3,黑之信徒的令印,黑之信徒的令印,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个防御力提升状态,活动%LINK%兑换,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,/images/b/b0/纹章022.png,/images/b/bf/封印.png,8,2\n23,
4,起始与终结之剑,起始与终结之剑,,被刻印的指令卡攻击时的伤害提升1000,活动%LINK%兑换,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,/images/9/96/纹章023.png,/images/3/3a/特攻.png,16,2\n24,
5,圣夜的极光,圣夜的极光,,当使用被刻印的指令卡进行攻击时获得4个暴击星,活动%LINK%兑换,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,圣诞节2018 圣桑巴之夜 ～降雪的遗迹与少女骑士～,/images/a/a1/纹章024.png,/images/b/b6/出星.png,32,2\n25,
3,森域的魔兽,森域的魔兽,,当使用被刻印的指令卡进行攻击时，付与敌方单体诅咒状态(500·3回合),%LINK%限定追加御主任务奖励,2019年新年活动,2019年新年活动,/images/6/64/纹章025.png,/images/2/21/灭气.png,8,2\n26,
4,八叶之镜,八叶之镜,,当使用被刻印的指令卡进行攻击时，付与自身无法行动无效的状态(1次·2回合),活动%LINK%兑换,麻雀旅馆的活动日志～阎魔亭繁荣记～,麻雀旅馆的活动日志～阎魔亭繁荣记～,/images/9/94/纹章026.png,/images/3/3a/弱化无效.png,16,2\n27,
5,良妻贤狐,良妻贤狐,,当使用被刻印的指令卡进行攻击时，自身HP回复量增加50%(1次·2回合),活动%LINK%兑换,麻雀旅馆的活动日志～阎魔亭繁荣记～,麻雀旅馆的活动日志～阎魔亭繁荣记～,/images/a/ad/纹章027.png,/images/9/97/回复量提升.png,32,2\n28,
3,淡红色虚像的令印,淡红色虚像的令印,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个攻击力上升状态+自身HP回复100,%LINK%限定追加御主任务奖励,剧场版「Fate/stay night (Heaven's Feel)」 Ⅱ.lost butterfly公开纪念活动,剧场版「Fate/stay night[HF]」第二章公开纪念活动,/images/b/bd/纹章028.png,/images/b/bf/封印.png,8,2\n29,
3,咕咕报,咕咕报,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个暴击威力上升状态&解除成功时，暴击发生率降低10%(3回合),活动%LINK%点数报酬,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,/images/c/cb/纹章029.png,/images/b/bf/封印.png,8,2\n30,
4,断星的邪圣剑,断星的邪圣剑,,被刻印的指令卡对〔Saber〕的暴击威力提升25%,活动%LINK%点数报酬,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,/images/d/df/纹章030.png,/images/d/db/暴击威力提升.png,16,2\n31,
5,白蔷薇的新娘 ,白蔷薇的新娘 ,,当使用被刻印的指令卡进行攻击时，己方全体的HP回复200,活动%LINK%点数报酬,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,情人节2019 语音＆书信搜集！～紫式部与七本咒书～,/images/1/1c/纹章031.png,/images/4/4e/回血.png,32,2\n32,
4,BB老虎机,BB老虎机,,当使用被刻印的指令卡进行攻击时，随机发动各种效果<获得5个暴击星或自身HP回复500或自身弱化耐性提升10%(1回合)>,活动%LINK%任务获得,复刻版：深海电脑乐土_SE.RA.PH_-Second_Ballet-,复刻版：深海电脑乐土 SE.RA.PH -Second Ballet-,/images/0/00/纹章032.png,/images/1/13/未知技能.png,16,2\n33,
4,失落之棺,失落之棺,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个弱化无效状态＋刻印的指令卡对〔善〕的暴击威力提升20%,活动%LINK%奖励,古旧的蜘蛛回忆着往事纺丝,古旧的蜘蛛回忆着往事纺丝,/images/f/f8/纹章033.png,/images/b/bf/封印.png,16,2\n34,
3,微黑妄执的令印,微黑妄执的令印,,当使用被刻印的指令卡进行攻击时，付与敌方单体中毒状态(600·3回合)+自身的HP减少100(最低剩余1点),活动%LINK%奖励,德川回天迷宫_大奥(日服),德川回天迷宫 大奥,/images/a/a9/纹章034.png,/images/d/d5/毒.png,8,2\n35,
4,爱与行动与智慧之枪,爱与行动与智慧之枪,,当使用被刻印的指令卡进行攻击时获得2个暴击星&付与刻印的指令卡20%的〔魅惑〕状态敌人的特攻状态,活动%LINK%奖励,德川回天迷宫_大奥(日服),德川回天迷宫 大奥,/images/8/8d/纹章035.png,/images/b/b6/出星.png,16,2\n36,
5,慈眉善眼的尼姑,慈眉善眼的尼姑,,付与被刻印的指令卡20%〔秩序〕特攻效果&20%〔Ruler〕特攻效果,活动%LINK%奖励,德川回天迷宫_大奥(日服),德川回天迷宫 大奥,/images/d/d7/纹章036.png,/images/3/3a/特攻.png,32,2\n37,
3,赤诚臣下的令印,赤诚臣下的令印,,被刻印于Buster指令卡时，被刻印的指令卡的暴击威力提升15%,活动%LINK%奖励,淑女·莱妮丝事件簿(日服),淑女·莱妮丝事件簿,/images/8/82/纹章037.png,/images/d/db/暴击威力提升.png,8,2\n38,
4,无形之匣,无形之匣,,付与被刻印的指令卡15%〔死灵〕特攻效果,活动%LINK%奖励,淑女·莱妮丝事件簿(日服),淑女·莱妮丝事件簿,/images/c/c9/纹章038.png,/images/3/3a/特攻.png,16,2\n39,
5,达・芬奇亲,达·芬奇亲,,当使用被刻印的指令卡进行攻击时，自身宝具威力提升15%(1回合),活动%LINK%奖励,淑女·莱妮丝事件簿(日服),淑女·莱妮丝事件簿,/images/1/18/纹章039.png,/images/d/d9/宝具威力提升.png,32,2\n40,
3,尚为青色幻想的令印,尚为青色幻想的令印,,被刻印于Arts指令卡时，被刻印的指令卡的暴击星集中度提升100%,活动%LINK%奖励,ALL信长总进击_唠唠叨叨最终本能寺2019(日服),ALL信长总进击 唠唠叨叨最终本能寺2019,/images/b/b1/纹章040.png,/images/8/8f/蓝卡集星.png,8,2\n41,
4,窄身锻造的名刀,窄身锻造的名刀,,付与被刻印的指令卡无敌贯通效果,活动%LINK%奖励,ALL信长总进击_唠唠叨叨最终本能寺2019(日服),ALL信长总进击 唠唠叨叨最终本能寺2019,/images/c/ca/纹章041.png,/images/4/4a/无敌贯通.png,16,2\n42,
5,尾张的大笨蛋,尾张的大笨蛋,,被刻印的指令卡对〔神性〕的暴击威力提升30%,活动%LINK%奖励,ALL信长总进击_唠唠叨叨最终本能寺2019(日服),ALL信长总进击 唠唠叨叨最终本能寺2019,/images/d/d3/纹章042.png,/images/d/db/暴击威力提升.png,32,2\n43,
3,石之鸟的纹章,石之鸟的纹章,,当使用被刻印的指令卡进行攻击时，己方全体的暴击威力提升5%(1次·1回合),活动%LINK%奖励,Fate/Grand_Order_Fes._2019_～4th_Anniversary～(日服),Fate/Grand Order Fes. 2019 ～4th Anniversary～,/images/7/76/纹章043.png,/images/d/db/暴击威力提升.png,8,2\n44,
3,浮世蛸,浮世蛸,,当使用被刻印的指令卡进行攻击时，敌方单体宝具威力上升状态解除&解除成功时，对Arts攻击的防御力下降10%(3回合),活动%LINK%奖励,拜见！_拉斯维加斯御前比试～泳装剑豪七色决胜！(日服),拜见！拉斯维加斯御前比试～泳装剑豪七色决胜！,/images/2/25/纹章044.png,/images/b/bf/封印.png,8,2\n45,
4,画狂的大笔,画狂的大笔,,被刻印于Arts指令卡时，被刻印的指令卡的暴击威力提升20%,活动%LINK%奖励,拜见！_拉斯维加斯御前比试～泳装剑豪七色决胜！(日服),拜见！拉斯维加斯御前比试～泳装剑豪七色决胜！,/images/e/e3/纹章045.png,/images/d/db/暴击威力提升.png,16,2\n46,
5,花之魔术师,花之魔术师,,当使用被刻印的指令卡进行攻击时，自身的NP增加10%(3回合后才能再次使用),活动%LINK%奖励,拜见！_拉斯维加斯御前比试～泳装剑豪七色决胜！(日服),拜见！拉斯维加斯御前比试～泳装剑豪七色决胜！,/images/6/67/纹章046.png,/images/1/14/充能.png,32,2\n47,
3,你忠诚的羊,你忠诚的羊,,当使用被刻印的指令卡进行攻击时，解除自身的中毒、诅咒、灼烧状态中的1个&HP回复100,活动%LINK%奖励,BATTLE IN NEWYORK 2019(日服),BATTLE IN NEWYORK 2019,/images/1/1f/纹章047.png,/images/e/ea/弱化解除.png,8,2\n48,
4,开辟之理,开辟之理,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个防御力提升状态+被刻印的指令卡暴击威力提升10%,活动%LINK%奖励,BATTLE IN NEWYORK 2019(日服),BATTLE IN NEWYORK 2019,/images/1/1f/纹章048.png,/images/b/bf/封印.png,16,2\n49,
5,天之锁,天之锁,,付与被刻印的指令卡20%〔神性〕特攻效果,活动%LINK%奖励,BATTLE IN NEWYORK 2019(日服),BATTLE IN NEWYORK 2019,/images/e/ed/纹章049.png,/images/3/3a/特攻.png,32,2\n50,
3,赭色胡子绅士的令印,赭色胡子绅士的令印,,当使用被刻印的指令卡进行攻击时，付与敌方单体灼烧状态(500·3回合),活动%LINK%奖励,Saber_Wars_2_～前往初始的宇宙～,Saber Wars 2 ～前往初始的宇宙～,/images/a/a1/纹章050.png,/images/4/4b/灼伤.png,8,2\n51,
4,宇宙天秤,宇宙天秤,,付与被刻印的指令卡10%〔人类的威胁〕特攻效果&10%〔Saber〕特攻效果,活动%LINK%奖励,Saber_Wars_2_～前往初始的宇宙～,Saber Wars 2 ～前往初始的宇宙～,/images/2/24/纹章051.png,/images/3/3a/特攻.png,16,2\n52,
5,天之女主人,天之女主人,,被刻印于Buster指令卡时，被刻印的指令卡的暴击威力提升25%,活动%LINK%奖励,Saber_Wars_2_～前往初始的宇宙～,Saber Wars 2 ～前往初始的宇宙～,/images/7/7a/纹章052.png,/images/d/db/暴击威力提升.png,32,2\n53,
3,天使之床,天使之床,,当使用被刻印的指令卡进行攻击时，解除敌方单体的一个暴击威力提升状态＋自身HP回复100,活动%LINK%奖励,圣诞节2019_南丁格尔的圣诞颂歌,圣诞节2019 南丁格尔的圣诞颂歌,/images/5/5a/纹章053.png,/images/b/bf/封印.png,8,2\n54,
4,不应存世之幻马,不应存世之幻马,,被刻印于Quick指令卡时，被刻印的指令卡的暴击威力提升20%,活动%LINK%奖励,圣诞节2019_南丁格尔的圣诞颂歌,圣诞节2019 南丁格尔的圣诞颂歌,/images/7/7f/纹章054.png,/images/d/db/暴击威力提升.png,16,2\n55,
5,奥尔良的少女,奥尔良的少女,,当使用被刻印的指令卡进行攻击时，自身HP回复1000(3回合后才能再次使用),活动%LINK%奖励,圣诞节2019_南丁格尔的圣诞颂歌,圣诞节2019 南丁格尔的圣诞颂歌,/images/a/ab/纹章055.png,/images/4/4e/回血.png,32,2\n56,
3,运财者,运财者,,被刻印于Quick指令卡时，被刻印的指令卡的暴击星集中度提升100%,活动%LINK%任务获得,2020年新年活动,2020年新年活动,/images/2/2a/纹章056.png,/images/e/e3/绿卡集星.png,8,2\n57,
