
4,卫宫,エミヤ,Emiya,卫宫,红A&红茶&核弹剑仙&阿茶&背影男,12,人,圣晶石常驻,11521,9398,Archer,/images/7/74/Servant011.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/8/81/金卡Archer.png,16,4,32,2,4,2,4,1,2,2,4096,117,110\n12,
5,吉尔伽美什,ギルガメッシュ,Gilgamesh,吉尔伽美什,金闪闪&二闪&乌鲁克村长,16,天,期间限定,13097,12280,Archer,/images/6/62/Servant012.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/8/81/金卡Archer.png,32,4,128,8,4,2,1,1,4,1,200,223,165\n13,
3,罗宾汉,ロビンフッド,Robin Hood,罗宾汉,绿茶&罗宾,7,人,圣晶石常驻&友情点召唤,10187,6715,Archer,/images/6/66/Servant013.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/d/db/银卡Archer.png,8,4,48,32,2,1,4,1,2,1,4096,32,60\n14,
4,阿塔兰忒,アタランテ,Atalante,阿塔兰忒,阿塔&塔喵&猫茶,12,地,圣晶石常驻,12476,8633,Archer,/images/c/c7/Servant014.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/8/81/金卡Archer.png,16,4,32,32,1,2,2,2,2,4,128,84,147\n15,
3,尤瑞艾莉,エウリュアレ,Euryale,尤瑞艾莉,二姐,7,天,圣晶石常驻&友情点召唤,9506,7032,Archer,/images/4/40/Servant015.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/d/db/银卡Archer.png,8,4,48,32,2,1,1,2,4,1,136,42,40\n16,
1,阿拉什,アーラシュ,Arash,阿拉什,自爆弓&大英雄&Stella,3,地,友情点召唤,7122,5816,Archer,/images/0/05/Servant016.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/1/1c/铜卡Archer.png,2,4,16,8,4,2,2,1,4,2,4224,12,5\n17,
3,库・丘林,クー・フーリン,Cú Chulainn,库・丘林,汪酱&大狗,7,天,圣晶石常驻&友情点召唤,9593,7239,Lancer,/images/7/76/Servant017.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/b/b8/银卡Lancer.png,8,8,48,16,1,1,1,1,1,2,4232,49,42\n18,
4,伊丽莎白・巴托里,エリザベート・バートリー,Elisabeth Báthory,伊丽莎白・巴托里,龙娘,12,人,圣晶石常驻,11870,9122,Lancer,/images/d/da/Servant018.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/d/dc/金卡Lancer.png,16,8,32,16,4,2,4,2,4,4,2,107,124\n19,
2,武藏坊弁庆,武蔵坊弁慶,Musashibou Benkei,武藏坊弁庆,常陆坊海尊,4,人,友情点召唤,9149,5801,Lancer,/images/1/10/Servant019.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/d/d8/铜卡Lancer.png,4,8,16,32,2,4,4,1,4,1,4096,11,31\n20,
3,库・丘林(Prototype),クー・フーリン〔プロトタイプ〕,Cú Chulainn (Prototype),库・丘林(Prototype),旧狗,7,天,圣晶石常驻&友情点召唤,10098,7082,Lancer,/images/2/22/Servant020.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/b/b8/银卡Lancer.png,8,8,48,16,1,1,1,1,1,2,136,45,57\n21,
2,列奥尼达一世,レオニダス一世,Leonidas I,列奥尼达一世,炎头&斯巴达,4,人,友情点召唤,7959,6583,Lancer,/images/5/59/Servant021.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,辅助,/images/d/d8/铜卡Lancer.png,4,8,16,16,4,4,4,1,1,2,64,26,13\n22,
3,罗穆路斯,ロムルス,Romulus,罗穆路斯,罗马&神祖,7,星,圣晶石常驻&友情点召唤,9883,7239,Lancer,/images/d/d8/Servant022.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/b/b8/银卡Lancer.png,8,8,48,16,4,2,8,1,4,2,2368,50,50\n23,
3,美杜莎,メドゥーサ,Medusa,美杜莎,R姐,7,地,圣晶石常驻&友情点召唤,8937,7200,Rider,/images/7/7d/Servant023.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/2/2f/银卡Rider.png,8,16,48,32,1,2,2,2,4,1,140,47,28\n24,
2,乔尔乔斯,ゲオルギウス,Georgios,乔尔乔斯,乔老师,4,人,友情点召唤,9200,5236,Rider,/images/c/c3/Servant024.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/4/4d/铜卡Rider.png,4,16,16,32,2,1,4,1,1,1,4100,3,33\n25,
2,爱德华・蒂奇,エドワード・ティーチ,Edward Teach,爱德华・蒂奇,黑胡子&男船长,4,人,友情点召唤,7907,6188,Rider,/images/c/cf/Servant025.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/4/4d/铜卡Rider.png,4,16,16,8,4,2,4,1,4,4,1,16,12\n26,
3,布狄卡,ブーディカ,Boudica,布狄卡,布妈,7,人,通关报酬&圣晶石常驻&友情点召唤,10130,6289,Rider,/images/b/b1/Servant026.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/2/2f/银卡Rider.png,8,16,56,32,2,4,4,2,2,1,68,18,58\n27,
3,牛若丸,牛若丸,Ushiwakamaru,牛若丸,牛肉丸,7,人,圣晶石常驻&友情点召唤,9028,7076,Rider,/images/8/8f/Servant027.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/2/2f/银卡Rider.png,8,16,48,32,1,1,4,2,4,2,4100,44,29\n28,
3,亚历山大,アレキサンダー,Alexander,亚历山大,幼帝,7,人,圣晶石常驻&友情点召唤,8640,7356,Rider,/images/f/f2/Servant028.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/2/2f/银卡Rider.png,8,16,48,32,1,2,4,1,2,1,8268,51,21\n29,
4,玛丽・安托瓦内特,マリー・アントワネット,Marie Antoinette,玛丽・安托瓦内特,王后&蛋糕,12,人,圣晶石常驻,12348,8293,Rider,/images/d/db/Servant029.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/5/5f/金卡Rider.png,16,16,32,32,1,2,4,2,1,1,4,73,144\n30,
4,玛尔达,マルタ,Martha,玛尔达,马大&圣女,12,人,圣晶石常驻,13068,8014,Rider,/images/9/9a/Servant030.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/5/5f/金卡Rider.png,16,16,32,2,4,2,4,2,1,1,12,63,162\n31,
3,美狄亚,メディア,Medea,美狄亚,C妈,7,地,圣晶石常驻&友情点召唤,8643,7418,Caster,/images/1/1e/Servant031.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/b/b4/银卡Caster.png,8,32,48,2,2,1,2,2,2,4,128,52,22\n32,
3,吉尔・德・雷,ジル・ド・レェ,Gilles de Rais,吉尔・德・雷(Caster),C元帅&蓝胡子&元帅Lily,7,人,剧情限定,9506,6514,Caster,/images/2/22/Servant032.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/b/b4/银卡Caster.png,8,32,64,2,4,2,4,1,4,4,1,23,37\n33,
2,汉斯・克里斯蒂安・安徒生,ハンス・クリスチャン・アンデルセン,Hans Christian Andersen,汉斯・克里斯蒂安・安徒生,,4,人,友情点召唤,8484,5758,Caster,/images/5/57/Servant033.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/3/35/铜卡Caster.png,4,32,16,2,2,4,4,1,1,2,1,9,20\n34,
2,威廉・莎士比亚,ウィリアム・シェイクスピア,William Shakespeare,威廉・莎士比亚,莎比&莎翁,4,人,友情点召唤,8080,5798,Caster,/images/d/d7/Servant034.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/3/35/铜卡Caster.png,4,32,16,2,4,2,4,1,2,2,1,10,15\n35,
3,梅菲斯托费勒斯,メフィストフェレス,Mephistopheles,梅菲斯托费勒斯,恶魔,7,地,圣晶石常驻&友情点召唤,9216,6839,Caster,/images/1/1d/Servant035.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/b/b4/银卡Caster.png,8,32,48,2,4,2,2,1,4,4,128,35,34\n36,
1,沃尔夫冈・阿马德乌斯・莫扎特,ヴォルフガング・アマデウス・モーツァルト,Wolfgang Amadeus Mozart,沃尔夫冈・阿马德乌斯・莫扎特,,3,星,友情点召唤,7129,5195,Caster,/images/e/ed/Servant036.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/3/35/铜卡Caster.png,2,32,16,2,2,4,8,1,2,1,6144,2,6\n37,
5,诸葛孔明(埃尔梅罗Ⅱ世),諸葛孔明〔エルメロイⅡ世〕,Zhuge Liang (Lord El-Melloi II),诸葛孔明(埃尔梅罗Ⅱ世),孔老师,16,人,圣晶石常驻,14259,10598,Caster,/images/4/40/Servant037.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/5/5e/金卡Caster.png,32,32,32,2,2,4,4,1,2,1,4096,165,212\n38,
3,库・丘林,クー・フーリン,Cú Chulainn,库・丘林(Caster),C狗&法狗,7,天,通关报酬&剧情限定,9604,6580,Caster,/images/b/bc/Servant038.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/b/b4/银卡Caster.png,8,32,72,2,4,2,1,1,1,2,4232,25,46\n39,
1,佐佐木小次郎,佐々木小次郎,Sasaki Kojirou,佐佐木小次郎,屠龙剑圣&小次郎,3,人,友情点召唤,6220,5735,Assassin,/images/a/a1/Servant039.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/9/94/铜卡Assassin.png,2,64,16,1,1,1,4,1,2,4,1,8,2\n40,
2,咒腕哈桑,呪腕のハサン,Hassan of the Cursed Arm,咒腕哈桑,忠义无双,4,人,友情点召唤,7594,6280,Assassin,/images/f/ff/Servant040.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/9/94/铜卡Assassin.png,4,64,16,1,1,1,4,1,1,4,1,17,8\n41,
4,斯忒诺,ステンノ,Stheno,斯忒诺,大姐,12,天,圣晶石常驻,11518,8985,Assassin,/images/7/7e/Servant041.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,辅助,/images/9/9e/金卡Assassin.png,16,64,32,1,4,4,1,2,4,1,136,99,109\n42,
3,荆轲,荊軻,Jing Ke,荆轲,,7,人,圣晶石常驻&友情点召唤,8293,7207,Assassin,/images/7/76/Servant042.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,单体,/images/4/40/银卡Assassin.png,8,64,48,1,1,1,4,2,4,1,1,48,16\n43,
2,夏尔・亨利・桑松,シャルル＝アンリ・サンソン,Charles-Henri Sanson,夏尔・亨利・桑松,,4,人,友情点召唤,8309,5456,Assassin,/images/3/3f/Servant043.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/9/94/铜卡Assassin.png,4,64,16,1,4,1,4,1,1,4,1,5,18\n44,
2,剧院魅影,ファントム・オブ・ジ・オペラ,Phantom of the Opera,剧院魅影,,4,地,友情点召唤,8393,5654,Assassin,/images/8/88/Servant044.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,全体,/images/9/94/铜卡Assassin.png,4,64,16,1,2,2,2,1,4,4,128,6,19\n45,
1,玛塔・哈丽,マタ・ハリ,Mata Hari,玛塔・哈丽,舞娘,3,人,友情点召唤,6565,5377,Assassin,/images/a/a7/Servant045.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/9/94/铜卡Assassin.png,2,64,16,1,2,4,4,2,4,2,1,4,3\n46,
4,卡米拉,カーミラ,Carmilla,卡米拉,大龙娘,12,地,圣晶石常驻,10473,9408,Assassin,/images/e/e8/Servant046.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/9/9e/金卡Assassin.png,16,64,32,1,4,1,2,2,4,4,128,118,66\n47,
4,赫拉克勒斯,ヘラクレス,Heracles,赫拉克勒斯,B叔&海叔,12,天,圣晶石常驻,10327,10655,Berserker,/images/3/3f/Servant047.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/9/9f/金卡Berserker.png,16,128,32,4,4,1,1,1,4,8,8328,168,65\n48,
4,兰斯洛特,ランスロット,Lancelot,兰斯洛特,长江&狂兰&岳父,12,地,圣晶石常驻,10327,10477,Berserker,/images/b/b6/Servant048.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/9/9f/金卡Berserker.png,16,128,32,4,1,2,2,1,1,8,128,159,64\n49,
3,吕布奉先,呂布奉先,Lu Bu Fengxian,吕布奉先,吕布&吕高达,7,人,圣晶石常驻&友情点召唤,8302,8119,Berserker,/images/4/4f/Servant049.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/e/e0/银卡Berserker.png,8,128,48,4,4,1,4,1,4,4,1,66,17\n50,
1,斯巴达克斯,スパルタクス,Spartacus,斯巴达克斯,爱酱&微笑Boy,3,人,友情点召唤,7722,5073,Berserker,/images/5/58/Servant050.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/c/c9/铜卡Berserker.png,2,128,16,4,4,2,4,1,2,2,256,1,10\n51,
5,坂田金时,坂田金時,Sakata Kintoki,坂田金时,B金时&狗蛋,16,人,期间限定,12150,12712,Berserker,/images/3/30/Servant051.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/9/9f/金卡Berserker.png,32,128,128,4,4,1,4,1,1,1,4104,230,138\n52,
5,弗拉德三世,ヴラド三世,Vlad III,弗拉德三世,大公&穿刺公&刺绣公&二胡公,16,地,圣晶石常驻,13770,11499,Berserker,/images/3/3f/Servant052.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/9/9f/金卡Berserker.png,32,128,32,8,2,1,2,1,4,4,4288,194,190\n53,
1,阿斯忒里俄斯,アステリオス,Asterios,阿斯忒里俄斯,小牛,3,地,友情点召唤,6604,6037,Berserker,/images/3/37/Servant053.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/c/c9/铜卡Berserker.png,2,128,16,4,2,4,2,1,4,4,8320,14,4\n54,
2,卡利古拉,カリギュラ,Caligula,卡利古拉,鬼舅,4,人,友情点召唤,7303,6831,Berserker,/images/7/78/Servant054.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/c/c9/铜卡Berserker.png,4,128,16,4,2,4,4,1,4,4,320,34,7\n55,
3,大流士三世,ダレイオス三世,Darius III,大流士三世,酋长,7,人,圣晶石常驻&友情点召唤,8763,7608,Berserker,/images/5/58/Servant055.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/e/e0/银卡Berserker.png,8,128,48,4,4,2,4,1,1,2,64,55,25\n56,
3,清姬,清姫,Kiyohime,清姬,,7,地,通关报酬&圣晶石常驻&友情点召唤,9166,6644,Berserker,/images/e/e0/Servant056.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/e/e0/银卡Berserker.png,8,128,56,4,4,2,2,2,4,4,130,29,32\n57,
2,血斧埃里克,エイリーク・ブラッドアクス,Eric Bloodaxe,血斧埃里克,,4,人,友情点召唤,7688,6290,Berserker,/images/2/2f/Servant057.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/c/c9/铜卡Berserker.png,4,128,16,4,4,2,4,1,4,2,64,19,9\n58,
4,玉藻猫,タマモキャット,Tamamo Cat,玉藻猫,B玉&B狐,12,地,圣晶石常驻,11458,9026,Berserker,/images/f/f0/Servant058.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,/images/8/84/Quick.png,全体,/images/9/9f/金卡Berserker.png,16,128,32,4,1,2,2,2,4,1,144,101,107\n59,
5,贞德,ジャンヌ・ダルク,Jeanne d'Arc,贞德,村姑&贞日天,16,星,圣晶石常驻,16500,9593,Ruler,/images/a/a5/Servant059.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/9/92/金卡Ruler.png,32,256,32,2,2,4,8,2,1,1,1024,128,233\n60,
5,俄里翁,オリオン,Orion,俄里翁,月神,16,天,圣晶石常驻,14553,11107,Archer,/images/4/47/Servant060.jpg,/images/8/84/Quick.png,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,单体,/images/8/81/金卡Archer.png,32,4,32,32,2,1,1,1,4,2,8320,182,215\n61,
4,伊丽莎白・巴托里(万圣节),エリザベート・バートリー〔ハロウィン〕,Elisabeth Báthory (Halloween),伊丽莎白・巴托里(万圣节),C龙娘&术龙娘,12,人,活动赠送,11404,8616,Caster,/images/c/cf/Servant061.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,全体,/images/5/5e/金卡Caster.png,16,32,4,2,4,2,4,2,4,4,2,79,103\n62,
5,玉藻前,玉藻の前,Tamamo-no-Mae,玉藻前,C狐&C玉&Miko,16,天,圣晶石常驻,14259,10546,Caster,/images/6/6c/Servant062.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/9/95/Arts.png,辅助,/images/5/5e/金卡Caster.png,32,32,32,2,2,4,1,2,2,4,136,162,209\n63,
3,大卫,ダビデ,David,大卫,所罗门爹,7,天,通关报酬&圣晶石常驻&友情点召唤,8643,7736,Archer,/images/a/a7/Servant063.jpg,/images/8/84/Quick.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/9/95/Arts.png,/images/6/6e/Buster.png,/images/6/6e/Buster.png,单体,/images/d/db/银卡Archer.png,8,4,56,2,4,1,1,1,1,2,192,59,23\n64,
